,image,label
20,./part-affordance-dataset/tools/scissors_07/scissors_07_00000142_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000142_label.mat
21,./part-affordance-dataset/tools/scissors_07/scissors_07_00000152_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000152_label.mat
22,./part-affordance-dataset/tools/scissors_07/scissors_07_00000076_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000076_label.mat
23,./part-affordance-dataset/tools/scissors_07/scissors_07_00000066_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000066_label.mat
24,./part-affordance-dataset/tools/scissors_07/scissors_07_00000004_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000004_label.mat
25,./part-affordance-dataset/tools/scissors_07/scissors_07_00000188_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000188_label.mat
26,./part-affordance-dataset/tools/scissors_07/scissors_07_00000198_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000198_label.mat
27,./part-affordance-dataset/tools/scissors_07/scissors_07_00000049_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000049_label.mat
28,./part-affordance-dataset/tools/scissors_07/scissors_07_00000059_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000059_label.mat
29,./part-affordance-dataset/tools/scissors_07/scissors_07_00000121_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000121_label.mat
30,./part-affordance-dataset/tools/scissors_07/scissors_07_00000153_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000153_label.mat
31,./part-affordance-dataset/tools/scissors_07/scissors_07_00000143_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000143_label.mat
32,./part-affordance-dataset/tools/scissors_07/scissors_07_00000082_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000082_label.mat
33,./part-affordance-dataset/tools/scissors_07/scissors_07_00000175_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000175_label.mat
34,./part-affordance-dataset/tools/scissors_07/scissors_07_00000165_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000165_label.mat
35,./part-affordance-dataset/tools/scissors_07/scissors_07_00000213_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000213_label.mat
36,./part-affordance-dataset/tools/scissors_07/scissors_07_00000117_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000117_label.mat
37,./part-affordance-dataset/tools/scissors_07/scissors_07_00000107_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000107_label.mat
38,./part-affordance-dataset/tools/scissors_07/scissors_07_00000032_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000032_label.mat
39,./part-affordance-dataset/tools/scissors_07/scissors_07_00000022_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000022_label.mat
40,./part-affordance-dataset/tools/scissors_07/scissors_07_00000181_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000181_label.mat
41,./part-affordance-dataset/tools/scissors_07/scissors_07_00000050_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000050_label.mat
42,./part-affordance-dataset/tools/scissors_07/scissors_07_00000128_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000128_label.mat
43,./part-affordance-dataset/tools/scissors_07/scissors_07_00000040_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000040_label.mat
44,./part-affordance-dataset/tools/scissors_07/scissors_07_00000218_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000218_label.mat
45,./part-affordance-dataset/tools/scissors_07/scissors_07_00000208_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000208_label.mat
46,./part-affordance-dataset/tools/scissors_07/scissors_07_00000006_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000006_label.mat
47,./part-affordance-dataset/tools/scissors_07/scissors_07_00000016_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000016_label.mat
48,./part-affordance-dataset/tools/scissors_07/scissors_07_00000074_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000074_label.mat
49,./part-affordance-dataset/tools/scissors_07/scissors_07_00000039_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000039_label.mat
50,./part-affordance-dataset/tools/scissors_07/scissors_07_00000141_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000141_label.mat
51,./part-affordance-dataset/tools/scissors_07/scissors_07_00000029_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000029_label.mat
52,./part-affordance-dataset/tools/scissors_07/scissors_07_00000080_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000080_label.mat
53,./part-affordance-dataset/tools/scissors_07/scissors_07_00000090_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000090_label.mat
54,./part-affordance-dataset/tools/scissors_07/scissors_07_00000123_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000123_label.mat
55,./part-affordance-dataset/tools/scissors_07/scissors_07_00000133_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000133_label.mat
56,./part-affordance-dataset/tools/scissors_07/scissors_07_00000115_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000115_label.mat
57,./part-affordance-dataset/tools/scissors_07/scissors_07_00000201_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000201_label.mat
58,./part-affordance-dataset/tools/scissors_07/scissors_07_00000211_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000211_label.mat
59,./part-affordance-dataset/tools/scissors_07/scissors_07_00000167_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000167_label.mat
60,./part-affordance-dataset/tools/scissors_07/scissors_07_00000183_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000183_label.mat
61,./part-affordance-dataset/tools/scissors_07/scissors_07_00000193_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000193_label.mat
62,./part-affordance-dataset/tools/scissors_07/scissors_07_00000042_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000042_label.mat
63,./part-affordance-dataset/tools/scissors_07/scissors_07_00000052_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000052_label.mat
64,./part-affordance-dataset/tools/scissors_07/scissors_07_00000158_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000158_label.mat
65,./part-affordance-dataset/tools/scissors_07/scissors_07_00000030_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000030_label.mat
66,./part-affordance-dataset/tools/scissors_07/scissors_07_00000148_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000148_label.mat
67,./part-affordance-dataset/tools/scissors_07/scissors_07_00000099_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000099_label.mat
68,./part-affordance-dataset/tools/scissors_07/scissors_07_00000114_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000114_label.mat
69,./part-affordance-dataset/tools/scissors_07/scissors_07_00000104_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000104_label.mat
70,./part-affordance-dataset/tools/scissors_07/scissors_07_00000210_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000210_label.mat
71,./part-affordance-dataset/tools/scissors_07/scissors_07_00000200_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000200_label.mat
72,./part-affordance-dataset/tools/scissors_07/scissors_07_00000166_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000166_label.mat
73,./part-affordance-dataset/tools/scissors_07/scissors_07_00000053_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000053_label.mat
74,./part-affordance-dataset/tools/scissors_07/scissors_07_00000043_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000043_label.mat
75,./part-affordance-dataset/tools/scissors_07/scissors_07_00000192_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000192_label.mat
76,./part-affordance-dataset/tools/scissors_07/scissors_07_00000088_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000088_label.mat
77,./part-affordance-dataset/tools/scissors_07/scissors_07_00000098_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000098_label.mat
78,./part-affordance-dataset/tools/scissors_07/scissors_07_00000149_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000149_label.mat
79,./part-affordance-dataset/tools/scissors_07/scissors_07_00000031_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000031_label.mat
80,./part-affordance-dataset/tools/scissors_07/scissors_07_00000021_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000021_label.mat
81,./part-affordance-dataset/tools/scissors_07/scissors_07_00000209_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000209_label.mat
82,./part-affordance-dataset/tools/scissors_07/scissors_07_00000219_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000219_label.mat
83,./part-affordance-dataset/tools/scissors_07/scissors_07_00000017_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000017_label.mat
84,./part-affordance-dataset/tools/scissors_07/scissors_07_00000075_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000075_label.mat
85,./part-affordance-dataset/tools/scissors_07/scissors_07_00000065_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000065_label.mat
86,./part-affordance-dataset/tools/scissors_07/scissors_07_00000091_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000091_label.mat
87,./part-affordance-dataset/tools/scissors_07/scissors_07_00000081_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000081_label.mat
88,./part-affordance-dataset/tools/scissors_07/scissors_07_00000028_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000028_label.mat
89,./part-affordance-dataset/tools/scissors_07/scissors_07_00000140_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000140_label.mat
90,./part-affordance-dataset/tools/scissors_07/scissors_07_00000038_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000038_label.mat
91,./part-affordance-dataset/tools/scissors_07/scissors_07_00000132_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000132_label.mat
92,./part-affordance-dataset/tools/scissors_07/scissors_07_00000084_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000084_label.mat
93,./part-affordance-dataset/tools/scissors_07/scissors_07_00000094_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000094_label.mat
94,./part-affordance-dataset/tools/scissors_07/scissors_07_00000145_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000145_label.mat
95,./part-affordance-dataset/tools/scissors_07/scissors_07_00000155_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000155_label.mat
96,./part-affordance-dataset/tools/scissors_07/scissors_07_00000137_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000137_label.mat
97,./part-affordance-dataset/tools/scissors_07/scissors_07_00000002_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000002_label.mat
98,./part-affordance-dataset/tools/scissors_07/scissors_07_00000012_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000012_label.mat
99,./part-affordance-dataset/tools/scissors_07/scissors_07_00000118_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000118_label.mat
100,./part-affordance-dataset/tools/scissors_07/scissors_07_00000108_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000108_label.mat
101,./part-affordance-dataset/tools/scissors_07/scissors_07_00000070_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000070_label.mat
102,./part-affordance-dataset/tools/scissors_07/scissors_07_00000046_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000046_label.mat
103,./part-affordance-dataset/tools/scissors_07/scissors_07_00000056_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000056_label.mat
104,./part-affordance-dataset/tools/scissors_07/scissors_07_00000197_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000197_label.mat
105,./part-affordance-dataset/tools/scissors_07/scissors_07_00000024_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000024_label.mat
106,./part-affordance-dataset/tools/scissors_07/scissors_07_00000034_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000034_label.mat
107,./part-affordance-dataset/tools/scissors_07/scissors_07_00000101_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000101_label.mat
108,./part-affordance-dataset/tools/scissors_07/scissors_07_00000111_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000111_label.mat
109,./part-affordance-dataset/tools/scissors_07/scissors_07_00000069_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000069_label.mat
110,./part-affordance-dataset/tools/scissors_07/scissors_07_00000163_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000163_label.mat
111,./part-affordance-dataset/tools/scissors_07/scissors_07_00000173_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000173_label.mat
112,./part-affordance-dataset/tools/scissors_07/scissors_07_00000215_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000215_label.mat
113,./part-affordance-dataset/tools/scissors_07/scissors_07_00000196_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000196_label.mat
114,./part-affordance-dataset/tools/scissors_07/scissors_07_00000186_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000186_label.mat
115,./part-affordance-dataset/tools/scissors_07/scissors_07_00000057_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000057_label.mat
116,./part-affordance-dataset/tools/scissors_07/scissors_07_00000035_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000035_label.mat
117,./part-affordance-dataset/tools/scissors_07/scissors_07_00000025_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000025_label.mat
118,./part-affordance-dataset/tools/scissors_07/scissors_07_00000068_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000068_label.mat
119,./part-affordance-dataset/tools/scissors_07/scissors_07_00000110_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000110_label.mat
120,./part-affordance-dataset/tools/scissors_07/scissors_07_00000100_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000100_label.mat
121,./part-affordance-dataset/tools/scissors_07/scissors_07_00000172_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000172_label.mat
122,./part-affordance-dataset/tools/scissors_07/scissors_07_00000162_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000162_label.mat
123,./part-affordance-dataset/tools/scissors_07/scissors_07_00000214_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000214_label.mat
124,./part-affordance-dataset/tools/scissors_07/scissors_07_00000154_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000154_label.mat
125,./part-affordance-dataset/tools/scissors_07/scissors_07_00000144_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000144_label.mat
126,./part-affordance-dataset/tools/scissors_07/scissors_07_00000095_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000095_label.mat
127,./part-affordance-dataset/tools/scissors_07/scissors_07_00000085_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000085_label.mat
128,./part-affordance-dataset/tools/scissors_07/scissors_07_00000126_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000126_label.mat
129,./part-affordance-dataset/tools/scissors_07/scissors_07_00000013_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000013_label.mat
130,./part-affordance-dataset/tools/scissors_07/scissors_07_00000003_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000003_label.mat
131,./part-affordance-dataset/tools/scissors_07/scissors_07_00000071_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000071_label.mat
132,./part-affordance-dataset/tools/scissors_07/scissors_07_00000061_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000061_label.mat
133,./part-affordance-dataset/tools/scissors_07/scissors_07_00000119_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000119_label.mat
134,./part-affordance-dataset/tools/scissors_07/scissors_07_00000027_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000027_label.mat
135,./part-affordance-dataset/tools/scissors_07/scissors_07_00000037_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000037_label.mat
136,./part-affordance-dataset/tools/scissors_07/scissors_07_00000194_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000194_label.mat
137,./part-affordance-dataset/tools/scissors_07/scissors_07_00000045_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000045_label.mat
138,./part-affordance-dataset/tools/scissors_07/scissors_07_00000055_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000055_label.mat
139,./part-affordance-dataset/tools/scissors_07/scissors_07_00000206_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000206_label.mat
140,./part-affordance-dataset/tools/scissors_07/scissors_07_00000018_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000018_label.mat
141,./part-affordance-dataset/tools/scissors_07/scissors_07_00000160_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000160_label.mat
142,./part-affordance-dataset/tools/scissors_07/scissors_07_00000008_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000008_label.mat
143,./part-affordance-dataset/tools/scissors_07/scissors_07_00000170_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000170_label.mat
144,./part-affordance-dataset/tools/scissors_07/scissors_07_00000112_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000112_label.mat
145,./part-affordance-dataset/tools/scissors_07/scissors_07_00000124_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000124_label.mat
146,./part-affordance-dataset/tools/scissors_07/scissors_07_00000134_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000134_label.mat
147,./part-affordance-dataset/tools/scissors_07/scissors_07_00000146_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000146_label.mat
148,./part-affordance-dataset/tools/scissors_07/scissors_07_00000087_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000087_label.mat
149,./part-affordance-dataset/tools/scissors_07/scissors_07_00000097_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000097_label.mat
150,./part-affordance-dataset/tools/scissors_07/scissors_07_00000063_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000063_label.mat
151,./part-affordance-dataset/tools/scissors_07/scissors_07_00000073_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000073_label.mat
152,./part-affordance-dataset/tools/scissors_07/scissors_07_00000179_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000179_label.mat
153,./part-affordance-dataset/tools/scissors_07/scissors_07_00000011_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000011_label.mat
154,./part-affordance-dataset/tools/scissors_07/scissors_07_00000169_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000169_label.mat
155,./part-affordance-dataset/tools/scissors_07/scissors_07_00000135_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000135_label.mat
156,./part-affordance-dataset/tools/scissors_07/scissors_07_00000096_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000096_label.mat
157,./part-affordance-dataset/tools/scissors_07/scissors_07_00000086_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000086_label.mat
158,./part-affordance-dataset/tools/scissors_07/scissors_07_00000157_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000157_label.mat
159,./part-affordance-dataset/tools/scissors_07/scissors_07_00000147_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000147_label.mat
160,./part-affordance-dataset/tools/scissors_07/scissors_07_00000062_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000062_label.mat
161,./part-affordance-dataset/tools/scissors_07/scissors_07_00000168_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000168_label.mat
162,./part-affordance-dataset/tools/scissors_07/scissors_07_00000010_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000010_label.mat
163,./part-affordance-dataset/tools/scissors_07/scissors_07_00000178_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000178_label.mat
164,./part-affordance-dataset/tools/scissors_07/scissors_07_00000026_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000026_label.mat
165,./part-affordance-dataset/tools/scissors_07/scissors_07_00000054_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000054_label.mat
166,./part-affordance-dataset/tools/scissors_07/scissors_07_00000044_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000044_label.mat
167,./part-affordance-dataset/tools/scissors_07/scissors_07_00000195_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000195_label.mat
168,./part-affordance-dataset/tools/scissors_07/scissors_07_00000217_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000217_label.mat
169,./part-affordance-dataset/tools/scissors_07/scissors_07_00000207_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000207_label.mat
170,./part-affordance-dataset/tools/scissors_07/scissors_07_00000171_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000171_label.mat
171,./part-affordance-dataset/tools/scissors_07/scissors_07_00000009_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000009_label.mat
172,./part-affordance-dataset/tools/scissors_07/scissors_07_00000019_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000019_label.mat
173,./part-affordance-dataset/tools/scissors_07/scissors_07_00000113_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000113_label.mat
174,./part-affordance-dataset/tools/scissors_07/scissors_07_00000103_rgb.jpg,./part-affordance-dataset/tools/scissors_07/scissors_07_00000103_label.mat
175,./part-affordance-dataset/tools/scissors_01/scissors_01_00000035_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000035_label.mat
176,./part-affordance-dataset/tools/scissors_01/scissors_01_00000057_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000057_label.mat
177,./part-affordance-dataset/tools/scissors_01/scissors_01_00000047_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000047_label.mat
178,./part-affordance-dataset/tools/scissors_01/scissors_01_00000249_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000249_label.mat
179,./part-affordance-dataset/tools/scissors_01/scissors_01_00000259_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000259_label.mat
180,./part-affordance-dataset/tools/scissors_01/scissors_01_00000186_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000186_label.mat
181,./part-affordance-dataset/tools/scissors_01/scissors_01_00000172_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000172_label.mat
182,./part-affordance-dataset/tools/scissors_01/scissors_01_00000162_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000162_label.mat
183,./part-affordance-dataset/tools/scissors_01/scissors_01_00000214_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000214_label.mat
184,./part-affordance-dataset/tools/scissors_01/scissors_01_00000266_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000266_label.mat
185,./part-affordance-dataset/tools/scissors_01/scissors_01_00000110_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000110_label.mat
